ID,Station,City,Domain,Total Projects,Tags,Description,Project Domain,Title
5698,Nomura Global Markets Analyst Internship,Mumbai,Finance and Mgmt,1,"AnyC7,AnyB3,AnyB4,B4,B3,C7","Job Description:We are currently looking to recruit interns for our Global Markets Division. Based in Mumbai, the front-office team which works on a team extension model delivers pricing, modelling and risk managementexpertise to the Global Markets business. Founded as a centre of excellence, the group leads the wayin price discovery and portfolio optimization techniques and is integral to the business’ aggressiverevenue targets. The team is playing an integral role in structuring, pricing, risk management and newidea generation.Global Markets Division consists of the following teams (and selected individual will be allocated to anyone of them) -1. StructuringThe team works with structuring, sales and trading teams to deliver bespoke solutions to clients’hedging / investment requirements in asset classes such as Foreign Exchange, Rates, Hybrids,Credit and Equity. It involves pricing structured payoffs, preparing marketing material for thesales/structuring team, suggesting new trade ideas to the sales team.2. Quantitative Investment StrategiesNomura’s Global Markets Quantitative Investment Strategies team has cross-market coverageencompassing equities, rates, currencies, credit and commodities. Team takes a data-drivenapproach, working closely with quantitative research team, sales team and traders to developinvestment strategies. It helps generate revenue by working with internal and external clients,providing insights and actionable ideas to manage risk exposures and deliver trading strategies.3. BRM TradingNomura's Wholesale BRM (Business Resource Management) trading team manages thecounterparty (CVA), funding (FVA) and financial resources for the firm, working closely with variousother desks like Treasury, Finance etc. The team is also actively involved in multiple regulatorydriven projects like implementation of NSFR, Leverage Ratio, Bilateral Initial Margining, to name afew. Powai team works as an integrated part of the regional teams and helps in pricing xVA chargeson new transactions, in evaluating credit and funding risks and in managing those risks and inoptimization of Initial Margin posted by the firm. It also participates in the regional teams’ variousday to day activities as well as new initiatives.4. Securitized ProductsNomura’s Securitized products team provides clients with a range of service including flow tradingliquidity, financing, bespoke solutions, in-depth market analysis, and unrivalled analytics. The teamin Mumbai works with counterpart teams in EMEA and US. As a member of the team, you will beresponsible for analysis, conducting research, developing models across asset classes, to help ourdesk. The team assists in identifying and valuing bond-specific opportunities in the Securitizationmarket. The Mumbai team also prepares reports/presentations on the various macroeconomic andregulatory themes that impact the market thereby providing an evolution of the desk’s viewsregarding the same.5. Investment Products and Advisory Solutions (IPAS) – International Wealth ManagementIPAS consists of specialists working across products including Equity, Fixed Income, FX, ManagedInvestments and advisory roles including Wealth Planning and Discretionary Portfolio Management.The CIO office creates the broader macro theme and key pointers and then along with ProductSpecialists work on and manage different client portfolios. These portfolios can be of standard ortailored mandates. Product specialists in IPAS work on trading color/flows, trade execution andtrade ideas on equities/ fixed income/ FX – from a cash/spot trading, structured products andderivatives perspective. Managed investments including Mutual Funds, ETFs, Hedge Funds andPrivate Equities are also covered by the team. The IPAS team works closely with the advisors/RMswho work directly with clients for a tailor made solutions for individual portfolios.Criteria for Selection:Qualifying Criteria MSc Math/Eco Dualite or Minors in Finance &amp; B.E/B.Tech (5 Year course students open for1 year internship) Min CGPA: 7.5 Good Communications Skills Excel/VBA Knowledge Programming Knowledge: C++/Python/Java KnowledgePreferred Criteria Pursuing CFA/FRM level 1 Good interpersonal skills Held some position of responsibility on campus Preferably undertaken some financial course(s) (few examples below) Security Analysis and Portfolio Management Derivatives and Risk Management Financial Engineering Financial Management Fundamentals of Stocks and Stock Exchanges SOP projects in Finance / Economics‘Good to have’ Criteria Previous Internships in financial services RBI young scholars award / Other prestigious awards",Finance & IT,Global Markets Analyst Internship Role
5238,Nomura Global Wholesale Strategy,Mumbai,Finance and Mgmt,1,Any,"Internship Program:Internship will give you exposure in most of the following areas (list is illustrative and not exhaustive):Work as a part of the Wholesale Strategy division on global, regional and divisional projectsConduct analysis of the competitive and general macro / market environment based on public dataand industry reports used for senior management presentations. Consolidate/analyze quarterlyfinancial results for Nomura and competitorsSupport strategy team seniors / business on special / ad-hoc projects (for e.g.: impact of changingregulations on capital market business, acquisition screening / evaluation, impact of Brexit on globalbanking industry, assessing FinTech opportunity etc.)Prepare presentations for senior management board meetings, town halls and off sitesMost of the projects require working closely with strategy team members, business CAOs, financeand other functional teams in different regions; working independently or with the support of anothermember of the teamWhat else are we looking for?Robust problem solving skills along with strong communication skillsAbility to interact confidently with senior management executivesStrong analytical, excel and PowerPoint presentations skillsQuick Learner along with high attention to detailAbility to multi-task efficiently and meet project deadlinesDeep interest in capital marketsDemonstration of interest in Finance and Economics through coursework, project work, internshipsand/or external certifications","Finance & IT,Finance",Nomura Global Wholesale Strategy
7318,Nomura ITD International Wealth Management (IWM) division,Mumbai,Finance and Mgmt,1,Any,"Job Purpose:This role within Nomura’s AI initiative (GenTest Companion). An application being designed for effectiveknowledge management and streamline the Testing Lifecycle processes with the help of Agenticimplementation. This will provide an opportunity for interns to work on cutting-edge AI projects. This roleinvolves building data pipelines, using LLM modes to solve business problems and collaborating closelywith stakeholders to implement solution across multiple business verticals.Job Responsibilities: Design and develop algorithms for generative models using deep learning techniques. Collaborate with cross-functional teams to integrate generative AI solutions into existing workflowsystems. Research and stay up-to-date on the latest advancements in generative AI technologies andmethodologies. Optimize and fine-tune generative models for performance and efficiency. Troubleshoot and resolve issues related to generative AI models and implementations. Create and maintain documentation for generative AI models and their applications. Communicate complex technical concepts and findings to non-technical stakeholders.Qualification &amp; Core Skills requirement: In the final stages or getting awarded a Bachelor’s or Masters Programming languages: Python, Java, or C++ Strong background in machine learning and deep learning algorithms. Good understanding of the Structured and Unstructured Data. Skills in data preprocessing and feature engineering for AI model training. Machine learning frameworks: TensorFlow, PyTorch, or scikit-learn Advanced knowledge of natural language processing for text generation tasks. Familiarity with computer vision and image generation using AI. Experience in generative AI techniques such as GANs and VAEs. Ability to stay updated with the latest advancements in generative AI research and incorporatethem into work.Excellent inter-personal &amp; team skills.What you will learn in this role Understanding of financial services, especially wholesale and investment banking Understanding of how effective test automation techniques are crucial to building product quality andcustomer experience. Application of programming techniques in real world scenarios Exposure to corporate culture in a global organization and team",Finance & IT,"Job Title: Intern, GMIT Team"
5695,Nomura Market Risk,Mumbai,Finance and Mgmt,1,Any,"Business Unit Overview:Market Risk Management works to identify, monitor and control the firm’s exposure to risk, analyzestress test results, and provide analysis on new products and businesses. Powai Market Risk managersliaise with the risk managers in the trading centers on a daily basis to help manage their marketexposure, set &amp; review risk strategies. Major activities involve daily analysis and interpretation of theresults of risk sensitivities; validation of Value At Risk (VaR), RWA, Economic Capital numbers andsign-off on the relevant Risk systems, working on global projects for enhancement of Market Risk &amp;preparation of risk reports for traders and senior business management. Risk managers are alsoexpected to automate/re-engineer the risk reporting process and provide ad-hoc risk views and drilldown analysis of less transparent risks and issues of importance to senior Risk Management/Trading HeadsQualification MBA from a reputed institute or Masters with engineering/math/science backgroundGood knowledge of Financial Products (especially derivatives), Financial Markets,Economics Understanding of risk sensitivities and VaR Background in a numerical discipline: engineering; math; science; etc. Good understanding of Excel, excel VBA, pythonStrong analytical, quantitative and technical abilitiesStrong communication skills (oral and written)Analysis and interpretation of the various risk sensitivities; P&amp;L attribution Validation of VaR, Incremental Risk Change, Economic Capital numbers and sign-off on therelevant Risk systems &amp; preparation of risk reports for traders and senior businessmanagement. Monitoring and administration of risk limits and resolution of limit excesses Preparation of reports and escalation to senior management Ad-hoc risk views and drill down analysis to senior Risk Management/Trading Heads Re-engineer the risk reporting process (adding additional colour/automation/improvinggovernance etc.)",Finance & IT,Nomura Market Risk
5700,Nomura Risk Management - CEM,Mumbai,Finance and Mgmt,1,"AnyB4,AnyB3,AnyC7,C7,B4,B3","MSc: Math/Eco Dual or Morns in Finance &amp; BE/B Tech (5 Year course students, open for 1 year internship)",Finance,CEM Internship
5701,Nomura Risk Management - CRM,Mumbai,Finance and Mgmt,1,"AnyC7,AnyB4,AnyB3,B4,B3,C7","MSc: Math/Eco Dual or Morns in Finance &amp; BE/B Tech (5 Year course students, open for 1 year internship)",Finance,Credit Risk Analysis Internship
5059,Nomura Risk Management - Risk Infrastructure,Mumbai,Others,1,"AnyB4,AnyB3,AnyC7,B4,C7,B3",Nomura Risk Management - Risk Infrastructure,Finance,Nomura Risk Management - Risk Infrastructure
6567,NOMURA RISK MANAGEMENT - STRESS TESTING,Mumbai,Finance and Mgmt,1,Any,"The Stress Testing Group, a part of the Portfolio Risk group, defines stress testing policy andmethodologies, develops and implements stress tests at all levels of the Group, and ensures that stresstesting results are communicated to relevant audience and actioned as necessary.The Stress Testing Group is responsible for:Developing and implementing the Global Stress Testing PolicyDeveloping, validating, and implementing Group-wide, legal entity and business unit stressesting scenariosCoordinating and aligning global and regional stress testing scenariosDeveloping stress testing methodologies across market risk, credit risk, operational risk,liquidity/funding risk and business riskAnalysing and reporting cross-asset stress testing resultsRole &amp; Responsibilities:Stress testing primary purpose is to ensure that all material risk concentrations are understood andconsistent with the Firms risk appetite and business strategy. Stress testing is carried out on a regular basisto ensure that the Firm has sufficient resources to continue to do business in the event of a severe downturnscenario beyond the reach of VaR/Economic Capital. The role involves:Analysis and review of scenario results, focusing on understanding behaviour of derivative productsunder scenario conditionsImplementing improvements to stress testing reporting information and developing new stress tests inorder to provide effective key risk management information to senior managementWorking with front office and other risk managers to review current portfolio risks and trading strategiesin order to develop new scenarios / improve current scenarios to fully address market risksOverall consolidation Reporting: monthly / quarterly to senior management and regulatorsSatisfy the regulators scenario requests and other infrastructure and control requirementsImplementing Shocks of various scenarios in Front Office/Risk Systems and validating themKey Skills:Nomura Core Competencies:Competencies Behavioral IndicatorsCulture &amp; ConductBuilding Nomura’s CultureDiversity &amp; Inclusion ProfessionalIntegrity Self-AwarenessContributes to desired cultureSets positive exampleAware of different values/stylesHolds high standards of behaviorAware of own strengths/weaknessesClient-Centricity &amp; Business AcumenCommerciality Client-CentricityAnalytical Thinking &amp; Problem SolvingUnderstands current marketAnticipates client needsPays attention to detailSees problems, recommends solutionsStrategy &amp; InnovationStrategic Thinking &amp; ChangeDecision Making &amp; JudgmentAgilityBalances alternative viewsKnows when to decide/when to escalateChampions new ideasIs both disciplined and entrepreneurialSees when to escalateLeadership &amp; CollaborationManaging TalentRecognizing and Motivating Supporting,Developing&amp; Collaborating with othersManaging ConflictThinks differentlyBalances alternative viewsKnows when/how to compromiseLearns from experienceSeeks to developCommunication &amp; ConnectivityArticulation &amp; ReceptivenessImpact ConnectivityAssists in recruitingGives creditBuilds productive working relationshipsProvides constructive, timely and specificfeedbackCommunication &amp; InfluenceArticulation and ReceptivenessImpact ConnectivityAdjusts style to suit topicBalances listening/talkingCommunicates with clarity and considerationIs a proven and credible resourceQuestions to understand others’ viewsBuilds internal contact networkWillingly effectively works across teamsExecution &amp; DeliveryDriving PerformanceExecution-FocusPlanning &amp; Organizing AdaptabilityDemonstrates accountability/commitmentTakes on challenging assignmentsExecutes priority actions on-timeKeeps stakeholders updatedManages expectationsPersists when confronted with resistanceMandatoryKnowledge of financial products and their risk sensitivitiesKnowledge of derivatives (including exotics), Markets, EconomicsExcellent oral and written communication skillsDesired Python for FinanceCFA / FRM certification",Finance & IT,Risk Management - Stress testing
7056,Norquest Brands Private Limited,Ahmedabad,Manufacturing,1,"AnyA4,AnyB3,B3,A4","Description: Researching Suppliers and Evaluating Designs of Specialized Machinery for Sustainable Bag ManufacturingRequired Skills &amp; Traits:Expected Outcomes: 1. Develop an understanding of manufacturing management2. Develop an ability to evaluate machine designsSpecific courses required for project execution: Precision Engineering, Marketing Research",Manufacturing,Title: Equipment Sourcing for Shop Floor Automation
5994,"Novartis- iCSM Implementation Support Raidurg, Hyderabad",Hyderabad,Health Care,1,-,-,-,Details awaited
7219,Novel Jewels – Aditya Birla Jewellery - IT,Mumbai,Finance and Mgmt,1,"AnyA7,A7",-,IT,IT 
7218,Novel Jewels – Aditya Birla Jewellery - Project / Infrastructure,Mumbai,Finance and Mgmt,1,"AnyA2,AnyA3,AnyA8,AnyAA,A2,A3,A8,AA",-,Infrastructure,Project Infrastructure
7216,Novel Jewels – Aditya Birla Jewellery - Retail,Mumbai,Finance and Mgmt,1,"AnyA4,AnyAB,A4,AB",-,Retail,Retail
7220,Novel Jewels – Aditya Birla Jewellery - Supply Chain,Mumbai,Finance and Mgmt,1,"AnyA4,AnyAB,A4,AB",-,supply chain,Supply Chain
5976,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,Gurgaon,CSIS/IT,1,"AnyA4,AnyAB,A4,AB","Title: MechanicalDescription: Skill sets: Solidworks, AutoCADTraits expectation: Strong Aptitude, out of the box thinker, adaptable and a self-learner",Mechanical,Mechanical
5976,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,Gurgaon,CSIS/IT,1,"AnyA4,AnyA3,AnyA8,AnyAA,AnyAB,A4,AB,A3,A8,AA","Title: Controls &amp; ElectricalDescription: Skill sets: PLC Programming , Electric System DesignTraits expectation: Strong Aptitude, out of the box thinker, adaptable and a self-learnerExpected learning:Specific courses required for project execution: ECE , Mechatronics","Mechanical,Electronics",Controls & Electrical
5976,Novus Hi-Tech Robotic Systemz Pvt. Ltd.,Gurgaon,CSIS/IT,3,"AnyA7,A7,AnyA7,A7,AnyA7,A7","Title: Software – Robotics Description: Skill sets: ROS, C++, SLAM, PerceptionTraits expectation: Strong Aptitude, out of the box thinker, adaptable and a self-learnerExpected learning:Specific courses required for project execution:&nbsp;CS , AI&amp;ML &amp; Similar domains,Title: Software JavaDescription: Skill sets: SpringbootTraits expectation: Strong Aptitude, out of the box thinker, adaptable and a self-learnerExpected learning:Specific courses required for project execution:&nbsp;CSE &amp; Similar domains,Title: ADAS Description: Skill sets: C++ , Linux, Embedded C, AI&amp;ML ,Neural Networks, Deep learning , Computer Vision, ReactJSTraits expectation: Strong Aptitude, out of the box thinker, adaptable and a self-learnerExpected learning:Specific courses required for project execution:&nbsp;CS , AI&amp;ML &amp; similar domians","Robotics Software,Java,Software Development,AI & ML","Software – Robotics ,Software Java,ADAS "
7355,Nurix Labs Private Limited - Growth- Bengaluru,Bengaluru,CSIS/IT,1,Any,"Description: Nurix is at the forefront of the AI revolution! We specialize in building cutting-edgemultimodal AI agents (Voice, Chat, Email) that drive real business outcomes for leading enterprisebrands. From AI-powered Sales and Customer Support to AI for SDRs and Productivity Tools, we'repushing the boundaries of what Generative AI can achieve in the enterprise.Our Growth Team Sits At The Heart Of Our Mission, Uncovering New Markets, Pricing Models, AndDistribution Loops That Fuel Growth. As a Growth Strategy Intern You’ll Work Side-by-side WithEx-consultants, Product Managers, And Data Scientists To Answer Big Questions Such As -- Which customer segments should we double down on this quarter—and why?- What landing-page copy or pricing experiment moves the needle fastest?- How do we turn a single successful pilot into a repeatable growth playbook?- If you crave real-world ownership and a 10× learning curve, read on.Required Skills &amp; Traits: Proficiency with AI tools like ChatGPT to research and create content Familiar with Google Sheets and SQL for data analysis Bonus: Familiarity with CRM tools like HubSpot to manage leads and campaigns Problem Solver: A self-starter who can break down complex challenges, brainstorm solutions, andexecute them independently Analytical Skills: You love diving into data and have solid data analysis and problem-solving skills Ambitious &amp; Curious: You thrive in a fast-paced environment and are eager to learn. You’re notafraid to ask questions, take ownership, and innovateExpected Outcomes:Help optimize revenue funnels &amp; operational processes for sustainable growthExpand reach by help building partners ecosystem, managing partners relationships, andbrainstorming creative ways to expand our reach through collaborations Work with the growth team to research markets, refine value propositions, and execute GTMplans that drive adoption and revenueCoordinate initiatives across departments and ensure alignment with overall growth goals","Gen AI,Product Growth",Title: Growth Intern
7356,Nurix Labs Private Limited - Sales - Bengaluru,Bengaluru,CSIS/IT,1,Any,"Description: Nurix is at the forefront of the AI revolution! We specialize in building cutting-edgemultimodal AI agents (Voice, Chat, Email) that drive real business outcomes for leading enterprisebrands. From AI-powered Sales and Customer Support to AI for SDRs and Productivity Tools, we'repushing the boundaries of what Generative AI can achieve in the enterprise.We are seeking a dynamic and motivated Sales Intern to join our team and contribute to the growthof Nurix.ai. As a Sales Intern, you will play a crucial role in supporting our sales efforts, identifyingpotential clients, and assisting in building strong client relationships. This is an excellent opportunityto gain hands-on experience in enterprise sales, learn about generative AI solutions, and workcloselywith a passionate and innovative teamRequired Skills &amp; Traits:Expected Outcomes: Lead Generation: Research and identify potential clients across key industries, focusing onenterprise accounts. Outreach Support: Assist in drafting and sending outreach emails, LinkedIn messages, andother communication to prospects. CRM Management: Update and maintain the CRM system with accurate and detailedinformation on leads and opportunities. Market Research: Analyze market trends and competitive landscape to identify opportunitiesfor growth. Sales Support: Collaborate with the sales team to prepare pitch decks, proposals, andpresentations for prospective clients. Event Participation: Support the team in organizing and participating in webinars, events,and conferences. Follow-Up Coordination: Assist in scheduling follow-ups with prospects and internal teams toensure a seamless sales process.","sales,Growth Marketing,Strategy (Growth),Gen AI",Title: Sales Intern
5815,Nurix Labs Private Limited - Tech,Bengaluru,CSIS/IT,2,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,AA,A8,AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,AA,A8","Description: Build and deploy Voice AI Agents for enterprise use casesRequired Skills &amp; Traits: Python, LLM Basics, AI Engg BasicsExpected Outcomes: Accurately deploy AI Agents in productionSpecific courses required for project execution:&nbsp;&nbsp;,Description: Build and deploy Text AI Agents for enterprise use casesRequired Skills &amp; Traits: Python, LLM Basics, AI Engg BasicsExpected Outcomes: Accurately deploy AI Agents in productionSpecific courses required for project execution:&nbsp;",Artificial Intelligence,"Title: Voice AI Agents,Title: AI Agents"
5851,"Nutanix , Bengaluru",Bengaluru,CSIS/IT,1,Any,Details awaited,IT,Details awaited
5185,Nvidia Graphics - Bengaluru,Bengaluru,CSIS/IT,1,Any,Details awaited,Yet to be finalized,Details awaited
6641,"Nykaa - Analytics, Bengaluru/Gurgaon",Bangalore And Gurgoan,CSIS/IT,1,"AnyA7,AnyB4,AnyB3,AnyAD,A7,B4,B3,AD","Data in the current business environment is the key for business success. As a analyst you will be apart of the team working with Analytics and Technology to build analytics solutions that createimpact for NykaaKey Responsibilities Collaborate with the analytics team to collect, clean, and analyze data from varioussources. - Assist in the development and implementation of data models and statistical algorithmsto extract insights and solve business problems. Conduct exploratory data analysis to identify trends, patterns, and anomalies in the data.- Prepare reports and visualizations to communicate findings and recommendations tothe team. Work on data-driven projects to support decision-making and business optimization. -Keep up-to-date with industry best practices and emerging trends in analytics. Support with Product team on designing experiments and then tracking performance ofA/Bs Communicating findings to stakeholders and taking initiative for improving businessperformance",Analytics,The Role - Analyst 1/Intern
6449,Nykaa - Data Science,Bengaluru,CSIS/IT,1,"AnyA7,AnyB4,AnyB3,AnyAD,B4,B3,A7,AD","Data in the current business environment is the key for business success. As a Data Science Analystyou will be a part of the team working closely with cross-functional teams to extract, analyze, andvisualize data to uncover insights that drive informed business decisions. You will also be responsiblefor developing and maintaining data models and predictive analytics to support our company's goalsResponsibilitiesCollaborate with business stakeholders to understand data requirements and objectives.Collaborate with the data science team to collect, clean, and analyze large datasetsExtract, transform, and load (ETL) data from various sources, including databases, APIs, and external datasets.Perform exploratory data analysis to identify trends, patterns, and anomalies in the data.Develop and maintain predictive models, machine learning algorithms, and statistical analyses to solve business problems.Create data visualizations and dashboards to communicate insights effectively to non- technical stakeholders.Monitor model performance and make necessary adjustments to ensure accuracy and reliability.Work with the data engineering team to ensure data quality and integrity.Stay up-to-date with the latest advancements in data science and analytics.Support the development of data-driven strategies and provide recommendations for process improvements",Data Science,The Role - Data Science Analyst/Intern
5252,"OfBusiness,Gurugram",Gurgaon,CSIS/IT,1,"AnyA3,AnyA7,AnyA8,AnyAA,B4A7,A3,A7,A8,AA","Title: SME Lending PlatformDescription: OfBusiness is a well funded company which is a unique combination of Fintech and Ecommerce. OfBusiness is on the mission to bring a change, by leveraging Technology, in the way SMEs in India transact with one another. In our quest, we are building India’s most trusted SME network, serving all that they care for: credit, commerce (material supply) and SME SaaS (via its BidAssist platform)Skill sets: Java, React.js, React Native, PythonTraits expectation: Sincere, hardworking, eager to learn in a fast-paced environmentExpected learning: As part of the internship, the candidate will be working on the core technology platform (backend, app and web) which enables commerce and credit transactions e.g. Order Management System, Tender engine, Credit Underwriting, Loan Management System.Opportunity to work with engineers who have built the technology stack for two Unicorns - OfBusiness and OxyzoSpecific courses required for project execution: Java programming, Data structures, Data Science (ML,NLP)",Product Development,SME Lending Platform
7320,Omnissa,Bengaluru,CSIS/IT,1,"AnyA3,AnyA7,AnyA8,AnyAA,A7,A3,A8,AA","What is the opportunity?As an Intern, you’ll be a vital part of our mission to revolutionize end-user computing. In this role, you’llwork on innovative solutions, leveraging programming languages like C, C++, Java, and Ruby, and divingdeep into Windows Internals. You’ll also explore the exciting realms of autonomous systems and AI-drivenworkspaces, all while contributing to enterprise-grade software development.If you’re passionate about technology, eager to learn, and ready to make an impact, this is the perfectplatform to kickstart your career.Eligibility and Skills:Educational Qualification: Bachelor’s or master’s degree in CSE/ISE/E&amp;C/AI/MLStudents must be studying in Btech 7th Sem or MTech 3rd / Final SemAcademic Requirement: 8 &amp; above CGPA in throughout academics / each semester (Nobacklogs). In 10th and 12th if 80% and more is good to have not mandatory6 months is internship mandatory durationProficiency in programming languages like C, C++, Java, Python, and Ruby.\Basic understanding of Windows operating systems and system-level programming.Familiarity with the Software Development Lifecycle (SDLC) and tools like Git.Knowledge of debugging tools and a knack for problem-solving.Eagerness to tackle complex technical challenges with a growth-oriented mindset.Strong communication and collaboration skills.Why Join Us?Innovation Hub: Be part of transformative projects that harness autonomous systems and AI toredefine end-user computing.Learning &amp; Growth: Access robust training programs and mentorship to accelerate yourprofessional journey.Dynamic Culture: Work with a team of passionate engineers, product managers, and innovatorsin a transparent, collaborative environment.Work-Life Balance: Enjoy a hybrid work model with the flexibility to work from home and aculture that values having fun while achieving excellence.Team Culture and Structure:You’ll report to a Manager or Senior Manager and collaborate with a team of experienced professionalsfrom engineering, product management, and customer service. Our culture emphasizes trust,transparency, and innovation. Your ideas will be valued, and you’ll have the opportunity to grow whilemaintaining a healthy work-life balance.Join us to create next-generation solutions in end-user computing. This is more than just a job—it’s yourchance to make a lasting impact. This is an entry-level role tailored for fresh graduates with a passion forsoftware development and an interest in exploring the end-user computing domain.Location: Bengaluru",Programming and Scripting,Details awaited
7416,Oneirix Labs,Pune,CSIS/IT,1,"AnyA7,A7","Description: Creating software products and algorithms that involve NLP and data processingRequired Skills &amp; Traits:&nbsp;Good knowledge of-1. Data structures and algorithms2. Object oriented programming using any programming language4. Extra marks for-AWS infrastructure deployment and management. Cloud security. At-rest and in-transit encryption. Network security VPC. Infrastructure As Code. Terraform scripts.UI and Backend. HTML5, Bootstrap5, CSS, JavaScript. Python based webserver. Unit testing, integration testing. SQL querying.Linear algebra and machine learning&nbsp;&nbsp;Expected Outcomes: Contribution in product development life-cycle for live products, real world experience in software engineering, product management and algorithm development.Specific courses required for project execution: Courses corresponding to the above skills.","Software Engineering,Data Science,Algorithms",Title: Oneirix Labs product development team
7290,OppDoor,Bengaluru,Others,1,-,-,-,Details awaited
5516,"Oracle, Bangalore",Bengaluru,CSIS/IT,1,-,-,-,Details awaited
7180,Pannaiamman&Co,Chennai,Infrastructure,1,"AnyA2,A2","Title: Civil Engineering InternDescription: Work closely with our project leads on impactful government infrastructure projects under CMWSSB. From on-site execution and quality control to documentation and coordination with stakeholders, this role is ideal for driven individuals eager to apply their technical knowledge in real-world urban development.Required Skills &amp; Traits: We’re looking for someone with strong fundamentals in civil engineering, a hands-on mindset, and attention to detail. The ideal candidate should be proactive, reliable on-site, and capable of handling both technical tasks and field coordination. A willingness to learn and adapt quickly to site conditions is key.Expected Outcomes: In this role, you’ll assist in the supervision of construction activities, perform basic quality checks, prepare progress reports, and support the team in ensuring timely and compliant execution of water and sewerage infrastructure projects. You’ll gain exposure to public sector processes and engineering practices in live projects.",Water Supply and Sewerage,Civil Engineering Intern
7229,PanScience Innovations - Non Tech,New Delhi,CSIS/IT,1,"AnyB3,AnyD2,B3,D2","Description: PanScience Innovations (PSI) is a venture studio that co-founds and builds AI and deep-tech startups.Required Skills &amp; Traits: Marketing and ResearchExpected Outcomes:Specific courses required for project execution: B3, D2",Market research,Title: PanScience Innovations
7215,PanScience Innovations - Tech,New Delhi,CSIS/IT,4,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA,AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA,AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA,AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA","Description: AI Powered speech intelligence.Required Skills &amp; Traits: Software Development, AI/ML, Full Stack DevelopmentExpected Outcomes:Specific courses required for project execution: A7, A8, AA, A3,Description: Choice AI is a next-gen Media Intelligence Platform leveraging AI-driven automation toenhance content accessibility, compliance, and safety.Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution: A7, A8, AA, A3,Description: AI Powered deal flow management for Investors.Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution: A7, A8, AA, A3,Description: Nyaay AI is transforming legal ecosystems in India and globally through AI-driven casemanagement and judicial workflow automation.Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution: A7, A8, AA, A3","AI & ML,Full Stack Development,Software Development,Artificial Intelligence","Title: OpticAll,Title: ChoiceAI,Title: InvestorBase,Title: NyaayAI"
7369,Perfect Pack,Mumbai,Manufacturing,1,"AnyA1,A1","Title: Production InternDescription: intern would have to formulate a new product along with our team that helps create better packaging material and boxesRequired Skills &amp; Traits: factory work, manufacturingExpected Outcomes: Specific courses required for project execution: current affairs, chemical process technology, organizational psychology, process plant safety",Chemical, Production Intern
5748,Petasense Technologies Pvt. Ltd,Bengaluru,CSIS/IT,1,"AnyA7,AnyA3,AnyA8,AnyAA,A7,A3,A8,AA","Title: Software InternDescription: Data &amp; AI projects for unstructured data analyticsSkill sets: Data structures &amp; Algo, Problem solving, backendTraits expectation: Startup mindset (jugad), strong analytical skills, loves to build, has hands on experience in using AI products like ChatGPT etc., API developmentExpected learning: Data &amp; analytics, full stack development , deployment and debugging the analytics platform, front end in React.JSSpecific courses required for project execution:&nbsp;OOPS, DSA","AI Engineer,Data Science",Software Intern
